Bid_No,Units,Unit_Price,Total_Price,Win,MSRP,Unit_Cost
3000,20,"$19,251","$385,016",1,"$25,000",15000
3001,24,"$21,274","$510,586",0,"$25,000",15000
3002,20,"$17,403","$348,052",1,"$25,000",15000
3003,10,"$21,447","$214,465",1,"$25,000",15000
3004,20,"$16,856","$337,119",1,"$25,000",15000
3005,23,"$16,904","$388,794",1,"$25,000",15000
3006,10,"$21,918","$219,177",1,"$25,000",15000
3007,19,"$20,858","$396,295",1,"$25,000",15000
3008,13,"$22,344","$290,477",1,"$25,000",15000
3009,42,"$22,028","$925,183",1,"$25,000",15000
3010,10,"$16,707","$167,075",1,"$25,000",15000
3011,26,"$20,094","$522,442",1,"$25,000",15000
3012,12,"$20,336","$244,038",1,"$25,000",15000
3013,14,"$18,824","$263,540",1,"$25,000",15000
3014,10,"$18,698","$186,977",1,"$25,000",15000
3015,12,"$16,964","$203,568",1,"$25,000",15000
3016,25,"$16,267","$406,671",1,"$25,000",15000
3017,28,"$22,148","$620,153",1,"$25,000",15000
3018,20,"$18,719","$374,385",1,"$25,000",15000
3019,12,"$21,368","$256,417",1,"$25,000",15000
3020,19,"$15,933","$302,720",1,"$25,000",15000
3021,13,"$19,307","$250,989",1,"$25,000",15000
3022,15,"$21,746","$326,188",1,"$25,000",15000
3023,17,"$19,996","$339,932",1,"$25,000",15000
3024,15,"$17,206","$258,093",1,"$25,000",15000
3025,25,"$15,579","$389,486",1,"$25,000",15000
3026,27,"$21,063","$568,701",1,"$25,000",15000
3027,39,"$21,786","$849,639",1,"$25,000",15000
3028,15,"$15,208","$228,119",1,"$25,000",15000
3029,25,"$19,222","$480,554",1,"$25,000",15000
3030,21,"$16,720","$351,114",1,"$25,000",15000
3031,25,"$17,415","$435,381",1,"$25,000",15000
3032,27,"$19,184","$517,957",1,"$25,000",15000
3033,18,"$15,577","$280,381",1,"$25,000",15000
3034,15,"$18,354","$275,305",1,"$25,000",15000
3035,14,"$19,202","$268,827",1,"$25,000",15000
3036,23,"$21,781","$500,960",1,"$25,000",15000
3037,15,"$22,135","$332,029",1,"$25,000",15000
3038,12,"$21,543","$258,515",1,"$25,000",15000
3039,29,"$21,483","$623,003",0,"$25,000",15000
3040,33,"$22,157","$731,193",1,"$25,000",15000
3041,10,"$18,744","$187,445",1,"$25,000",15000
3042,30,"$17,676","$530,268",1,"$25,000",15000
3043,17,"$16,260","$276,428",1,"$25,000",15000
3044,10,"$19,058","$190,584",1,"$25,000",15000
3045,27,"$18,140","$489,769",1,"$25,000",15000
3046,21,"$17,830","$374,424",1,"$25,000",15000
3047,15,"$16,299","$244,481",1,"$25,000",15000
3048,12,"$18,923","$227,075",1,"$25,000",15000
3049,12,"$16,307","$195,687",1,"$25,000",15000
3050,18,"$17,312","$311,617",1,"$25,000",15000
3051,13,"$20,260","$263,386",1,"$25,000",15000
3052,26,"$18,612","$483,905",1,"$25,000",15000
3053,15,"$22,138","$332,076",0,"$25,000",15000
3054,12,"$15,335","$184,025",1,"$25,000",15000
3055,12,"$20,955","$251,457",1,"$25,000",15000
3056,17,"$19,624","$333,600",1,"$25,000",15000
3057,15,"$19,402","$291,031",1,"$25,000",15000
3058,13,"$16,479","$214,227",1,"$25,000",15000
3059,18,"$19,656","$353,816",1,"$25,000",15000
3060,13,"$16,212","$210,760",1,"$25,000",15000
3061,23,"$20,259","$465,949",1,"$25,000",15000
3062,24,"$17,926","$430,234",1,"$25,000",15000
3063,11,"$21,741","$239,153",1,"$25,000",15000
3064,27,"$19,923","$537,931",1,"$25,000",15000
3065,12,"$19,181","$230,174",1,"$25,000",15000
3066,13,"$15,622","$203,086",1,"$25,000",15000
3067,15,"$18,887","$283,304",1,"$25,000",15000
3068,15,"$22,221","$333,309",1,"$25,000",15000
3069,22,"$22,167","$487,681",1,"$25,000",15000
3070,28,"$20,870","$584,357",1,"$25,000",15000
3071,13,"$20,841","$270,938",1,"$25,000",15000
3072,14,"$20,554","$287,754",1,"$25,000",15000
3073,11,"$19,558","$215,134",1,"$25,000",15000
3074,11,"$15,286","$168,143",1,"$25,000",15000
3075,23,"$19,940","$458,625",1,"$25,000",15000
3076,28,"$18,284","$511,955",1,"$25,000",15000
3077,18,"$22,278","$400,997",0,"$25,000",15000
3078,13,"$20,285","$263,702",1,"$25,000",15000
3079,24,"$15,781","$378,735",1,"$25,000",15000
3080,35,"$15,463","$541,190",1,"$25,000",15000
3081,33,"$15,527","$512,382",1,"$25,000",15000
3082,12,"$20,137","$241,644",1,"$25,000",15000
3083,19,"$17,917","$340,420",1,"$25,000",15000
3084,18,"$21,529","$387,525",1,"$25,000",15000
3085,16,"$22,199","$355,185",1,"$25,000",15000
3086,13,"$21,615","$280,994",1,"$25,000",15000
3087,43,"$20,104","$864,467",1,"$25,000",15000
3088,15,"$15,024","$225,356",1,"$25,000",15000
3089,10,"$19,564","$195,636",1,"$25,000",15000
3090,13,"$15,566","$202,353",1,"$25,000",15000
3091,19,"$18,497","$351,446",1,"$25,000",15000
3092,31,"$15,055","$466,716",1,"$25,000",15000
3093,13,"$18,645","$242,384",1,"$25,000",15000
3094,11,"$19,309","$212,402",1,"$25,000",15000
3095,10,"$18,509","$185,090",1,"$25,000",15000
3096,11,"$16,291","$179,201",1,"$25,000",15000
3097,15,"$20,535","$308,031",1,"$25,000",15000
3098,35,"$21,846","$764,626",1,"$25,000",15000
3099,33,"$18,745","$618,581",1,"$25,000",15000
3100,29,"$20,414","$591,998",1,"$25,000",15000
3101,10,"$20,548","$205,478",1,"$25,000",15000
3102,12,"$16,487","$197,840",1,"$25,000",15000
3103,48,"$22,412","$1,075,794",1,"$25,000",15000
3104,10,"$17,601","$176,006",1,"$25,000",15000
3105,24,"$18,616","$446,786",1,"$25,000",15000
3106,10,"$22,065","$220,652",1,"$25,000",15000
3107,33,"$17,143","$565,735",1,"$25,000",15000
3108,20,"$18,797","$375,932",1,"$25,000",15000
3109,25,"$16,263","$406,575",1,"$25,000",15000
3110,24,"$20,475","$491,411",1,"$25,000",15000
3111,21,"$20,237","$424,974",1,"$25,000",15000
3112,12,"$15,467","$185,599",1,"$25,000",15000
3113,14,"$15,048","$210,665",1,"$25,000",15000
3114,32,"$16,439","$526,040",1,"$25,000",15000
3115,12,"$20,504","$246,051",1,"$25,000",15000
3116,13,"$19,380","$251,939",1,"$25,000",15000
3117,16,"$21,666","$346,663",1,"$25,000",15000
3118,21,"$18,489","$388,275",1,"$25,000",15000
3119,26,"$22,164","$576,277",1,"$25,000",15000
3120,34,"$20,066","$682,230",1,"$25,000",15000
3121,14,"$15,510","$217,135",1,"$25,000",15000
3122,14,"$19,823","$277,517",1,"$25,000",15000
3123,16,"$17,883","$286,134",1,"$25,000",15000
3124,40,"$16,850","$674,017",1,"$25,000",15000
3125,20,"$19,668","$393,365",1,"$25,000",15000
3126,15,"$18,619","$279,288",1,"$25,000",15000
3127,12,"$16,963","$203,560",1,"$25,000",15000
3128,18,"$20,079","$361,428",1,"$25,000",15000
3129,13,"$18,791","$244,280",1,"$25,000",15000
3130,36,"$22,470","$808,911",1,"$25,000",15000
3131,16,"$21,463","$343,410",1,"$25,000",15000
3132,15,"$15,029","$225,431",1,"$25,000",15000
3133,13,"$19,987","$259,828",1,"$25,000",15000
3134,10,"$17,718","$177,179",1,"$25,000",15000
3135,15,"$20,988","$314,826",1,"$25,000",15000
3136,16,"$21,754","$348,064",0,"$25,000",15000
3137,34,"$19,631","$667,452",1,"$25,000",15000
3138,14,"$16,753","$234,546",1,"$25,000",15000
3139,15,"$18,436","$276,545",1,"$25,000",15000
3140,21,"$21,435","$450,138",1,"$25,000",15000
3141,33,"$19,664","$648,907",1,"$25,000",15000
3142,25,"$20,033","$500,824",1,"$25,000",15000
3143,10,"$21,973","$219,728",0,"$25,000",15000
3144,16,"$17,358","$277,732",1,"$25,000",15000
3145,14,"$16,027","$224,383",1,"$25,000",15000
3146,11,"$22,079","$242,867",1,"$25,000",15000
3147,30,"$17,763","$532,900",1,"$25,000",15000
3148,27,"$16,934","$457,211",1,"$25,000",15000
3149,22,"$19,400","$426,789",1,"$25,000",15000
3150,21,"$17,128","$359,688",1,"$25,000",15000
3151,33,"$19,740","$651,433",1,"$25,000",15000
3152,26,"$17,608","$457,802",1,"$25,000",15000
3153,34,"$17,562","$597,094",1,"$25,000",15000
3154,18,"$19,161","$344,901",1,"$25,000",15000
3155,16,"$16,862","$269,788",1,"$25,000",15000
3156,36,"$15,121","$544,370",1,"$25,000",15000
3157,14,"$18,427","$257,978",1,"$25,000",15000
3158,16,"$16,985","$271,763",1,"$25,000",15000
3159,44,"$19,869","$874,245",1,"$25,000",15000
3160,23,"$18,920","$435,160",1,"$25,000",15000
3161,18,"$18,358","$330,441",1,"$25,000",15000
3162,30,"$18,243","$547,299",1,"$25,000",15000
3163,11,"$22,187","$244,060",1,"$25,000",15000
3164,15,"$16,601","$249,016",1,"$25,000",15000
3165,29,"$15,230","$441,665",1,"$25,000",15000
3166,11,"$18,416","$202,579",1,"$25,000",15000
3167,12,"$21,872","$262,469",0,"$25,000",15000
3168,10,"$20,316","$203,155",1,"$25,000",15000
3169,33,"$16,180","$533,933",1,"$25,000",15000
3170,17,"$22,471","$382,007",0,"$25,000",15000
3171,27,"$20,778","$561,009",1,"$25,000",15000
3172,12,"$18,454","$221,447",1,"$25,000",15000
3173,11,"$17,588","$193,464",1,"$25,000",15000
3174,16,"$16,128","$258,053",1,"$25,000",15000
3175,11,"$17,268","$189,950",1,"$25,000",15000
3176,29,"$19,437","$563,687",1,"$25,000",15000
3177,15,"$19,916","$298,738",1,"$25,000",15000
3178,14,"$21,467","$300,538",1,"$25,000",15000
3179,25,"$16,255","$406,383",1,"$25,000",15000
3180,35,"$17,964","$628,734",1,"$25,000",15000
3181,29,"$20,656","$599,024",1,"$25,000",15000
3182,19,"$17,806","$338,317",1,"$25,000",15000
3183,13,"$19,259","$250,373",1,"$25,000",15000
3184,24,"$17,021","$408,496",1,"$25,000",15000
3185,18,"$15,749","$283,476",1,"$25,000",15000
3186,34,"$16,179","$550,085",1,"$25,000",15000
3187,22,"$19,748","$434,446",1,"$25,000",15000
3188,20,"$21,166","$423,325",1,"$25,000",15000
3189,11,"$20,356","$223,911",1,"$25,000",15000
3190,12,"$20,622","$247,469",1,"$25,000",15000
3191,25,"$20,318","$507,945",1,"$25,000",15000
3192,16,"$16,010","$256,159",1,"$25,000",15000
3193,20,"$16,559","$331,177",1,"$25,000",15000
3194,21,"$15,140","$317,931",1,"$25,000",15000
3195,10,"$16,442","$164,423",1,"$25,000",15000
3196,20,"$20,026","$400,515",1,"$25,000",15000
3197,25,"$20,780","$519,491",1,"$25,000",15000
3198,13,"$21,027","$273,349",1,"$25,000",15000
3199,21,"$18,232","$382,877",1,"$25,000",15000
3200,42,"$18,641","$782,927",1,"$25,000",15000
3201,10,"$16,402","$164,019",1,"$25,000",15000
3202,37,"$15,042","$556,571",1,"$25,000",15000
3203,14,"$15,234","$213,270",1,"$25,000",15000
3204,21,"$17,257","$362,389",1,"$25,000",15000
3205,28,"$15,288","$428,067",1,"$25,000",15000
3206,42,"$21,545","$904,878",1,"$25,000",15000
3207,12,"$19,183","$230,192",1,"$25,000",15000
3208,25,"$20,673","$516,826",1,"$25,000",15000
3209,34,"$16,749","$569,478",1,"$25,000",15000
3210,20,"$20,607","$412,133",1,"$25,000",15000
3211,21,"$20,529","$431,100",1,"$25,000",15000
3212,15,"$19,670","$295,047",1,"$25,000",15000
3213,44,"$17,341","$763,003",1,"$25,000",15000
3214,23,"$18,871","$434,022",1,"$25,000",15000
3215,13,"$17,700","$230,095",1,"$25,000",15000
3216,14,"$22,450","$314,304",1,"$25,000",15000
3217,15,"$20,773","$311,599",1,"$25,000",15000
3218,14,"$16,994","$237,917",1,"$25,000",15000
3219,14,"$15,635","$218,887",1,"$25,000",15000
3220,28,"$20,523","$574,657",1,"$25,000",15000
3221,35,"$18,044","$631,533",1,"$25,000",15000
3222,38,"$17,817","$677,050",1,"$25,000",15000
3223,36,"$17,338","$624,177",1,"$25,000",15000
3224,10,"$16,473","$164,735",1,"$25,000",15000
3225,13,"$16,996","$220,949",1,"$25,000",15000
3226,24,"$20,644","$495,445",1,"$25,000",15000
3227,22,"$20,691","$455,200",1,"$25,000",15000
3228,10,"$16,660","$166,599",1,"$25,000",15000
3229,50,"$21,556","$1,077,824",1,"$25,000",15000
3230,19,"$17,452","$331,587",1,"$25,000",15000
3231,33,"$19,005","$627,167",1,"$25,000",15000
3232,24,"$20,781","$498,745",1,"$25,000",15000
3233,29,"$18,390","$533,322",1,"$25,000",15000
3234,26,"$20,598","$535,556",1,"$25,000",15000
3235,16,"$19,898","$318,361",1,"$25,000",15000
3236,34,"$17,466","$593,853",1,"$25,000",15000
3237,10,"$22,344","$223,439",1,"$25,000",15000
3238,17,"$16,053","$272,906",1,"$25,000",15000
3239,16,"$21,783","$348,534",1,"$25,000",15000
3240,10,"$22,045","$220,454",1,"$25,000",15000
3241,13,"$19,246","$250,196",1,"$25,000",15000
3242,15,"$21,247","$318,705",1,"$25,000",15000
3243,18,"$21,443","$385,974",1,"$25,000",15000
3244,11,"$16,446","$180,909",1,"$25,000",15000
3245,15,"$16,326","$244,885",1,"$25,000",15000
3246,24,"$19,172","$460,139",1,"$25,000",15000
3247,31,"$16,339","$506,519",1,"$25,000",15000
3248,12,"$21,674","$260,085",1,"$25,000",15000
3249,31,"$22,265","$690,208",1,"$25,000",15000
3250,21,"$22,106","$464,216",1,"$25,000",15000
3251,15,"$19,544","$293,160",1,"$25,000",15000
3252,22,"$18,407","$404,961",1,"$25,000",15000
3253,12,"$15,137","$181,641",1,"$25,000",15000
3254,14,"$18,857","$263,996",1,"$25,000",15000
3255,13,"$19,928","$259,063",1,"$25,000",15000
3256,23,"$17,987","$413,704",1,"$25,000",15000
3257,28,"$17,578","$492,189",1,"$25,000",15000
3258,19,"$19,096","$362,816",1,"$25,000",15000
3259,20,"$20,431","$408,620",1,"$25,000",15000
3260,11,"$22,290","$245,190",1,"$25,000",15000
3261,14,"$17,048","$238,668",1,"$25,000",15000
3262,27,"$15,286","$412,719",1,"$25,000",15000
3263,15,"$15,413","$231,194",1,"$25,000",15000
3264,34,"$17,050","$579,703",1,"$25,000",15000
3265,18,"$15,470","$278,462",1,"$25,000",15000
3266,15,"$21,095","$316,423",1,"$25,000",15000
3267,12,"$15,930","$191,165",1,"$25,000",15000
3268,19,"$21,942","$416,903",1,"$25,000",15000
3269,12,"$15,555","$186,661",1,"$25,000",15000
3270,11,"$21,386","$235,241",1,"$25,000",15000
3271,11,"$15,862","$174,486",1,"$25,000",15000
3272,10,"$15,584","$155,835",1,"$25,000",15000
3273,13,"$22,370","$290,812",1,"$25,000",15000
3274,12,"$22,176","$266,113",1,"$25,000",15000
3275,11,"$15,978","$175,762",1,"$25,000",15000
3276,30,"$22,342","$670,262",1,"$25,000",15000
3277,13,"$20,835","$270,851",1,"$25,000",15000
3278,11,"$21,394","$235,335",1,"$25,000",15000
3279,22,"$15,298","$336,564",1,"$25,000",15000
3280,11,"$21,392","$235,313",1,"$25,000",15000
3281,37,"$19,889","$735,876",1,"$25,000",15000
3282,15,"$17,858","$267,874",1,"$25,000",15000
3283,34,"$22,154","$753,235",1,"$25,000",15000
3284,21,"$16,946","$355,866",1,"$25,000",15000
3285,31,"$17,968","$556,994",1,"$25,000",15000
3286,14,"$19,753","$276,541",1,"$25,000",15000
3287,10,"$17,243","$172,432",1,"$25,000",15000
3288,22,"$20,699","$455,380",1,"$25,000",15000
3289,27,"$15,462","$417,465",1,"$25,000",15000
3290,11,"$16,633","$182,966",1,"$25,000",15000
3291,24,"$16,260","$390,250",1,"$25,000",15000
3292,17,"$16,158","$274,693",1,"$25,000",15000
3293,34,"$19,194","$652,609",1,"$25,000",15000
3294,21,"$22,450","$471,460",1,"$25,000",15000
3295,14,"$19,944","$279,221",1,"$25,000",15000
3296,10,"$16,218","$162,179",1,"$25,000",15000
3297,34,"$18,283","$621,627",1,"$25,000",15000
3298,19,"$19,707","$374,440",1,"$25,000",15000
3299,14,"$16,987","$237,817",1,"$25,000",15000
3300,14,"$21,645","$303,033",1,"$25,000",15000
3301,11,"$20,057","$220,628",1,"$25,000",15000
3302,42,"$21,636","$908,703",1,"$25,000",15000
3303,10,"$16,499","$164,987",1,"$25,000",15000
3304,20,"$19,791","$395,817",1,"$25,000",15000
3305,24,"$16,429","$394,297",1,"$25,000",15000
3306,39,"$20,352","$793,719",1,"$25,000",15000
3307,14,"$17,710","$247,942",1,"$25,000",15000
3308,27,"$16,169","$436,557",1,"$25,000",15000
3309,23,"$20,580","$473,347",1,"$25,000",15000
3310,10,"$20,778","$207,776",1,"$25,000",15000
3311,21,"$22,061","$463,271",1,"$25,000",15000
3312,10,"$21,172","$211,716",1,"$25,000",15000
3313,15,"$18,415","$276,231",1,"$25,000",15000
3314,26,"$17,106","$444,754",1,"$25,000",15000
3315,31,"$15,010","$465,307",1,"$25,000",15000
3316,12,"$18,741","$224,898",1,"$25,000",15000
3317,43,"$18,582","$799,035",1,"$25,000",15000
3318,17,"$15,780","$268,252",1,"$25,000",15000
3319,24,"$16,539","$396,925",1,"$25,000",15000
3320,13,"$16,644","$216,366",1,"$25,000",15000
3321,12,"$17,250","$207,005",1,"$25,000",15000
3322,10,"$21,770","$217,702",1,"$25,000",15000
3323,16,"$16,717","$267,477",1,"$25,000",15000
3324,12,"$18,862","$226,339",1,"$25,000",15000
3325,24,"$19,045","$457,087",1,"$25,000",15000
3326,15,"$22,253","$333,796",1,"$25,000",15000
3327,14,"$22,008","$308,111",0,"$25,000",15000
3328,20,"$16,941","$338,816",1,"$25,000",15000
3329,13,"$18,449","$239,834",1,"$25,000",15000
3330,27,"$21,107","$569,895",1,"$25,000",15000
3331,15,"$18,218","$273,271",1,"$25,000",15000
3332,13,"$21,756","$282,829",1,"$25,000",15000
3333,40,"$17,723","$708,911",1,"$25,000",15000
3334,26,"$19,859","$516,324",1,"$25,000",15000
3335,23,"$15,380","$353,740",1,"$25,000",15000
3336,15,"$19,589","$293,835",1,"$25,000",15000
3337,18,"$16,733","$301,197",1,"$25,000",15000
3338,28,"$17,127","$479,557",1,"$25,000",15000
3339,13,"$17,547","$228,116",1,"$25,000",15000
3340,22,"$21,654","$476,393",1,"$25,000",15000
3341,16,"$16,887","$270,192",1,"$25,000",15000
3342,18,"$18,955","$341,190",1,"$25,000",15000
3343,15,"$15,643","$234,649",1,"$25,000",15000
3344,30,"$16,277","$488,311",1,"$25,000",15000
3345,12,"$22,294","$267,531",0,"$25,000",15000
3346,16,"$18,651","$298,417",1,"$25,000",15000
3347,20,"$22,205","$444,104",1,"$25,000",15000
3348,12,"$20,823","$249,875",0,"$25,000",15000
3349,19,"$19,027","$361,505",1,"$25,000",15000
3350,20,"$18,006","$360,124",1,"$25,000",15000
3351,12,"$15,881","$190,574",1,"$25,000",15000
3352,12,"$16,315","$195,777",1,"$25,000",15000
3353,18,"$19,445","$350,007",1,"$25,000",15000
3354,16,"$17,680","$282,874",1,"$25,000",15000
3355,25,"$20,160","$503,992",1,"$25,000",15000
3356,12,"$19,224","$230,689",1,"$25,000",15000
3357,17,"$18,025","$306,421",1,"$25,000",15000
3358,12,"$21,169","$254,025",1,"$25,000",15000
3359,18,"$16,394","$295,100",1,"$25,000",15000
3360,18,"$22,221","$399,976",1,"$25,000",15000
3361,25,"$21,486","$537,149",1,"$25,000",15000
3362,12,"$15,042","$180,502",1,"$25,000",15000
3363,27,"$19,445","$525,003",1,"$25,000",15000
3364,27,"$17,101","$461,735",1,"$25,000",15000
3365,12,"$21,410","$256,925",1,"$25,000",15000
3366,16,"$17,194","$275,108",1,"$25,000",15000
3367,10,"$17,492","$174,924",1,"$25,000",15000
3368,12,"$20,305","$243,664",1,"$25,000",15000
3369,25,"$22,246","$556,145",1,"$25,000",15000
3370,10,"$15,091","$150,908",1,"$25,000",15000
3371,12,"$16,274","$195,287",1,"$25,000",15000
3372,14,"$22,252","$311,533",1,"$25,000",15000
3373,19,"$22,392","$425,444",1,"$25,000",15000
3374,10,"$19,104","$191,041",1,"$25,000",15000
3375,36,"$16,443","$591,966",1,"$25,000",15000
3376,18,"$19,413","$349,433",1,"$25,000",15000
3377,36,"$19,969","$718,869",1,"$25,000",15000
3378,10,"$20,312","$203,122",1,"$25,000",15000
3379,14,"$17,363","$243,086",1,"$25,000",15000
3380,13,"$17,805","$231,465",1,"$25,000",15000
3381,21,"$15,951","$334,978",1,"$25,000",15000
3382,38,"$15,444","$586,861",1,"$25,000",15000
3383,14,"$16,063","$224,875",1,"$25,000",15000
3384,13,"$15,239","$198,103",1,"$25,000",15000
3385,13,"$20,339","$264,403",1,"$25,000",15000
3386,14,"$19,553","$273,742",1,"$25,000",15000
3387,21,"$18,847","$395,794",1,"$25,000",15000
3388,42,"$15,117","$634,910",1,"$25,000",15000
3389,30,"$21,019","$630,578",1,"$25,000",15000
3390,27,"$19,556","$528,023",1,"$25,000",15000
3391,28,"$21,254","$595,119",1,"$25,000",15000
3392,16,"$20,800","$332,802",1,"$25,000",15000
3393,24,"$16,519","$396,451",1,"$25,000",15000
3394,20,"$19,161","$383,215",1,"$25,000",15000
3395,13,"$17,436","$226,672",1,"$25,000",15000
3396,18,"$20,599","$370,788",1,"$25,000",15000
3397,22,"$21,328","$469,220",1,"$25,000",15000
3398,14,"$16,769","$234,765",1,"$25,000",15000
3399,15,"$16,020","$240,297",1,"$25,000",15000
3400,27,"$19,097","$515,631",1,"$25,000",15000
3401,20,"$20,016","$400,326",1,"$25,000",15000
3402,11,"$19,603","$215,636",1,"$25,000",15000
3403,10,"$22,411","$224,114",1,"$25,000",15000
3404,10,"$15,942","$159,416",1,"$25,000",15000
3405,19,"$15,981","$303,634",1,"$25,000",15000
3406,13,"$20,571","$267,424",1,"$25,000",15000
3407,31,"$17,115","$530,570",1,"$25,000",15000
3408,11,"$21,083","$231,914",1,"$25,000",15000
3409,11,"$17,058","$187,641",1,"$25,000",15000
3410,16,"$17,781","$284,495",1,"$25,000",15000
3411,17,"$18,651","$317,063",1,"$25,000",15000
3412,25,"$17,816","$445,397",1,"$25,000",15000
3413,16,"$15,765","$252,238",1,"$25,000",15000
3414,11,"$18,801","$206,812",1,"$25,000",15000
3415,16,"$15,425","$246,805",1,"$25,000",15000
3416,10,"$17,670","$176,699",1,"$25,000",15000
3417,29,"$20,382","$591,084",1,"$25,000",15000
3418,21,"$20,871","$438,281",1,"$25,000",15000
3419,26,"$21,815","$567,201",1,"$25,000",15000
3420,12,"$16,904","$202,842",1,"$25,000",15000
3421,20,"$19,516","$390,315",1,"$25,000",15000
3422,24,"$15,248","$365,954",1,"$25,000",15000
3423,32,"$19,097","$611,111",1,"$25,000",15000
3424,12,"$16,436","$197,237",1,"$25,000",15000
3425,30,"$15,839","$475,184",1,"$25,000",15000
3426,27,"$16,527","$446,240",1,"$25,000",15000
3427,20,"$16,463","$329,252",1,"$25,000",15000
3428,16,"$18,763","$300,201",1,"$25,000",15000
3429,36,"$18,626","$670,543",1,"$25,000",15000
3430,35,"$21,664","$758,254",1,"$25,000",15000
3431,13,"$22,112","$287,451",1,"$25,000",15000
3432,13,"$18,576","$241,488",1,"$25,000",15000
3433,18,"$19,243","$346,381",1,"$25,000",15000
3434,14,"$15,349","$214,879",1,"$25,000",15000
3435,16,"$19,484","$311,748",1,"$25,000",15000
3436,33,"$18,086","$596,850",1,"$25,000",15000
3437,29,"$20,284","$588,222",1,"$25,000",15000
3438,25,"$21,288","$532,201",1,"$25,000",15000
3439,11,"$15,576","$171,332",1,"$25,000",15000
3440,11,"$17,042","$187,465",1,"$25,000",15000
3441,15,"$15,237","$228,560",1,"$25,000",15000
3442,15,"$18,309","$274,635",1,"$25,000",15000
3443,11,"$17,673","$194,404",1,"$25,000",15000
3444,13,"$20,419","$265,449",1,"$25,000",15000
3445,13,"$17,516","$227,714",1,"$25,000",15000
3446,10,"$17,551","$175,508",1,"$25,000",15000
3447,17,"$17,372","$295,327",1,"$25,000",15000
3448,12,"$15,921","$191,056",1,"$25,000",15000
3449,27,"$21,803","$588,680",1,"$25,000",15000
3450,15,"$17,214","$258,205",1,"$25,000",15000
3451,15,"$16,519","$247,786",1,"$25,000",15000
3452,16,"$19,575","$313,197",1,"$25,000",15000
3453,14,"$17,762","$248,674",1,"$25,000",15000
3454,12,"$17,429","$209,149",1,"$25,000",15000
3455,27,"$17,805","$480,743",1,"$25,000",15000
3456,21,"$21,826","$458,348",1,"$25,000",15000
3457,34,"$17,963","$610,743",1,"$25,000",15000
3458,11,"$17,128","$188,412",1,"$25,000",15000
3459,15,"$16,063","$240,942",1,"$25,000",15000
3460,11,"$15,886","$174,742",1,"$25,000",15000
3461,12,"$15,528","$186,332",1,"$25,000",15000
3462,20,"$20,479","$409,589",1,"$25,000",15000
3463,12,"$18,818","$225,821",1,"$25,000",15000
3464,21,"$20,223","$424,673",1,"$25,000",15000
3465,11,"$20,701","$227,707",1,"$25,000",15000
3466,13,"$17,727","$230,452",1,"$25,000",15000
3467,29,"$20,679","$599,683",1,"$25,000",15000
3468,15,"$17,371","$260,572",1,"$25,000",15000
3469,10,"$16,727","$167,271",1,"$25,000",15000
3470,16,"$21,174","$338,782",1,"$25,000",15000
3471,30,"$15,833","$474,999",1,"$25,000",15000
3472,21,"$19,496","$409,406",1,"$25,000",15000
3473,22,"$17,038","$374,840",1,"$25,000",15000
3474,31,"$18,792","$582,562",1,"$25,000",15000
3475,22,"$20,052","$441,137",1,"$25,000",15000
3476,22,"$20,251","$445,524",1,"$25,000",15000
3477,11,"$19,498","$214,477",1,"$25,000",15000
3478,17,"$16,330","$277,609",1,"$25,000",15000
3479,40,"$18,775","$751,012",1,"$25,000",15000
3480,10,"$15,898","$158,984",1,"$25,000",15000
3481,19,"$20,739","$394,041",1,"$25,000",15000
3482,17,"$20,759","$352,906",1,"$25,000",15000
3483,11,"$15,044","$165,484",1,"$25,000",15000
3484,19,"$21,435","$407,268",1,"$25,000",15000
3485,13,"$16,358","$212,651",1,"$25,000",15000
3486,23,"$20,818","$478,804",1,"$25,000",15000
3487,27,"$15,298","$413,050",1,"$25,000",15000
3488,14,"$19,648","$275,078",1,"$25,000",15000
3489,13,"$15,349","$199,539",1,"$25,000",15000
3490,10,"$19,726","$197,258",1,"$25,000",15000
3491,20,"$15,070","$301,403",1,"$25,000",15000
3492,12,"$17,159","$205,911",1,"$25,000",15000
3493,15,"$21,487","$322,311",1,"$25,000",15000
3494,28,"$22,486","$629,621",1,"$25,000",15000
3495,14,"$16,791","$235,069",1,"$25,000",15000
3496,14,"$16,326","$228,560",1,"$25,000",15000
3497,32,"$21,850","$699,195",1,"$25,000",15000
3498,12,"$19,249","$230,985",1,"$25,000",15000
3499,40,"$19,721","$788,843",1,"$25,000",15000
3500,25,"$20,361","$509,025",0,"$25,000",15000
3501,10,"$19,730","$197,300",1,"$25,000",15000
3502,11,"$20,633","$226,965",1,"$25,000",15000
3503,11,"$16,146","$177,609",1,"$25,000",15000
3504,15,"$19,466","$291,988",1,"$25,000",15000
3505,29,"$21,959","$636,824",1,"$25,000",15000
3506,13,"$15,206","$197,673",1,"$25,000",15000
3507,12,"$20,316","$243,791",1,"$25,000",15000
3508,19,"$19,604","$372,477",1,"$25,000",15000
3509,25,"$15,876","$396,908",1,"$25,000",15000
3510,10,"$18,702","$187,021",1,"$25,000",15000
3511,21,"$18,197","$382,143",1,"$25,000",15000
3512,21,"$21,276","$446,805",1,"$25,000",15000
3513,11,"$15,179","$166,974",1,"$25,000",15000
3514,21,"$21,332","$447,966",1,"$25,000",15000
3515,11,"$18,661","$205,271",1,"$25,000",15000
